pcs_rider_path,season,pcs_points,racedays,kms,wins,top3s,top10s
felix-gall,2026,1404.0,62,9777,2,13,22
felix-gall,2025,1122.0,76,11694,0,5,27
felix-gall,2024,557.0,71,10653,0,0,16
felix-gall,2023,990.0,63,9984,2,7,22
felix-gall,2022,261.0,66,10047,0,0,9
felix-gall,2021,36.0,41,5646,0,0,0
felix-gall,2020,8.0,11,1641,0,0,0
felix-gall,2019,,9,1103,0,0,0
felix-gall,2018,1.0,10,1480,0,0,1
felix-gall,2017,2.0,8,1003,0,0,0
felix-grossschartner,2026,303.0,73,10884,1,3,8
felix-grossschartner,2025,468.0,83,12693,2,5,14
felix-grossschartner,2024,370.0,78,11674,1,5,13
felix-grossschartner,2023,662.0,75,12187,0,4,13
felix-grossschartner,2022,260.0,62,9611,2,3,10
felix-grossschartner,2021,347.0,75,11922,1,2,12
felix-grossschartner,2020,437.0,68,10948,1,2,12
felix-grossschartner,2019,913.0,75,11426,2,3,18
felix-grossschartner,2018,521.0,70,10665,0,5,11
felix-grossschartner,2017,180.0,70,10883,0,1,9
felix-grossschartner,2016,133.0,55,8288,0,0,3
felix-grossschartner,2015,18.0,31,4856,0,1,2
felix-grossschartner,2014,,6,843,0,0,0
felix-grossschartner,2013,3.0,15,1794,0,0,0
felix-grossschartner,2012,5.0,3,132,0,0,0
patrick-konrad,2026,71.0,63,9679,0,1,1
patrick-konrad,2025,239.0,65,10184,0,0,7
patrick-konrad,2024,206.0,56,8011,0,0,7
patrick-konrad,2023,388.0,75,11965,0,1,7
patrick-konrad,2022,385.0,66,10332,0,0,7
patrick-konrad,2021,633.0,70,11396,2,5,12
patrick-konrad,2020,568.0,53,8421,0,5,14
patrick-konrad,2019,608.0,69,11015,1,3,17
patrick-konrad,2018,806.0,75,12078,0,0,22
patrick-konrad,2017,481.0,86,13674,0,1,8
patrick-konrad,2016,234.0,60,9445,0,1,6
patrick-konrad,2015,223.0,55,8527,0,0,10
patrick-konrad,2014,110.0,29,4181,0,1,5
patrick-konrad,2013,4.0,13,2069,0,0,0
patrick-konrad,2012,,11,1439,0,0,1
patrick-konrad,2011,4.0,10,1485,0,0,1
patrick-konrad,2010,,6,800,0,0,0
jack-haig,2026,120.0,68,11199,0,0,0
jack-haig,2025,115.0,73,10788,0,0,1
jack-haig,2024,234.0,74,11570,0,0,3
jack-haig,2023,511.0,77,12261,0,2,11
jack-haig,2022,363.0,32,5047,0,0,8
jack-haig,2021,761.0,59,9116,0,1,16
jack-haig,2020,368.0,38,5989,1,3,12
jack-haig,2019,658.0,59,9290,0,3,14
jack-haig,2018,399.0,81,12760,0,2,4
jack-haig,2017,420.0,76,12122,1,3,7
jack-haig,2016,186.0,68,10116,0,2,8
jack-haig,2015,40.0,7,899,0,0,1
jack-haig,2014,146.0,22,2944,0,4,4
jack-haig,2013,40.0,1,153,0,0,1
jai-hindley,2026,698.0,62,10162,0,5,9
jai-hindley,2025,714.0,54,8235,0,5,19
jai-hindley,2024,600.0,61,9874,0,3,8
jai-hindley,2023,956.0,65,10791,1,2,21
jai-hindley,2022,1225.0,76,12542,2,4,23
jai-hindley,2021,161.0,42,6473,0,0,5
jai-hindley,2020,790.0,55,8728,4,7,12
jai-hindley,2019,322.0,60,9235,0,2,3
jai-hindley,2018,81.0,64,9707,0,0,3
jai-hindley,2017,338.0,32,4544,2,5,6
jai-hindley,2016,3.0,6,714,0,0,0
jai-hindley,2015,,1,142,0,0,0
michael-matthews,2026,279.0,40,5935,1,1,5
michael-matthews,2025,801.0,27,5033,1,1,8
michael-matthews,2024,901.0,56,9013,2,4,12
michael-matthews,2023,590.0,55,8153,1,5,16
michael-matthews,2022,1171.0,59,10028,2,8,17
michael-matthews,2021,896.0,69,11337,0,6,22
michael-matthews,2020,656.0,29,4818,1,5,11
michael-matthews,2019,1102.0,51,8587,3,7,21
michael-matthews,2018,1441.0,48,7509,4,7,19
michael-matthews,2017,1628.0,64,10548,4,10,29
michael-matthews,2016,1146.0,60,9605,4,7,21
michael-matthews,2015,1227.0,72,11266,5,13,19
michael-matthews,2014,916.0,71,11631,5,14,23
michael-matthews,2013,468.0,77,11467,4,12,17
michael-matthews,2012,379.0,64,9150,2,5,16
michael-matthews,2011,546.0,62,9839,3,10,20
michael-matthews,2010,97.0,14,1851,2,3,5
michael-matthews,2009,19.0,11,1300,0,1,3
ben-o-connor,2026,400.0,75,11554,0,0,8
ben-o-connor,2025,675.0,69,10830,1,2,8
ben-o-connor,2024,1695.0,66,10450,3,11,21
ben-o-connor,2023,880.0,66,10679,0,4,16
ben-o-connor,2022,894.0,64,9877,2,4,20
ben-o-connor,2021,863.0,68,10392,1,3,13
ben-o-connor,2020,234.0,52,8096,2,3,4
ben-o-connor,2019,173.0,80,12312,0,1,4
ben-o-connor,2018,227.0,64,9932,1,1,6
ben-o-connor,2017,146.0,61,9118,1,1,4
ben-o-connor,2016,50.0,5,632,0,1,3
ben-o-connor,2015,16.0,14,2164,0,0,0
michael-storer,2026,532.0,67,10657,0,1,15
michael-storer,2025,1142.0,72,11738,4,9,21
michael-storer,2024,673.0,70,10491,0,2,19
michael-storer,2023,360.0,59,8722,2,5,9
michael-storer,2022,287.0,68,10787,0,2,7
michael-storer,2021,384.0,62,9959,4,6,6
michael-storer,2020,162.0,49,7822,0,2,7
michael-storer,2019,127.0,73,10722,0,0,0
michael-storer,2018,144.0,77,11176,0,0,6
michael-storer,2017,193.0,13,1758,0,1,4
michael-storer,2016,76.0,8,949,0,0,1
luke-tuckwell,2026,370.0,66,9784,0,2,7
luke-tuckwell,2025,6.0,18,2806,0,0,0
luke-tuckwell,2023,,3,449,0,0,0
tiesj-benoot,2026,187.0,31,4755,0,0,0
tiesj-benoot,2025,593.0,53,9241,0,1,5
tiesj-benoot,2024,564.0,55,9567,0,1,5
tiesj-benoot,2023,908.0,60,10583,1,2,12
tiesj-benoot,2022,534.0,41,7092,0,3,4
tiesj-benoot,2021,559.0,49,8289,0,0,10
tiesj-benoot,2020,516.0,39,6574,1,4,7
tiesj-benoot,2019,1047.0,70,11013,1,3,23
tiesj-benoot,2018,962.0,66,10538,1,4,17
tiesj-benoot,2017,867.0,75,12753,0,3,20
tiesj-benoot,2016,550.0,61,9712,0,3,15
tiesj-benoot,2015,765.0,58,9927,0,3,21
tiesj-benoot,2014,116.0,16,2907,0,1,4
tiesj-benoot,2013,5.0,3,423,0,0,0
tiesj-benoot,2012,6.0,2,30,0,0,0
remco-evenepoel,2026,2926.0,50,7659,12,20,30
remco-evenepoel,2025,1924.0,45,6809,8,14,27
remco-evenepoel,2024,2889.0,61,9497,9,20,32
remco-evenepoel,2023,2749.0,68,10508,13,27,38
remco-evenepoel,2022,2758.0,67,10875,15,21,38
remco-evenepoel,2021,1272.0,48,7550,8,14,20
remco-evenepoel,2020,898.0,23,3589,9,11,13
remco-evenepoel,2019,956.0,58,8188,5,9,15
remco-evenepoel,2018,,1,9,0,0,0
remco-evenepoel,2017,,1,9,0,0,0
quinten-hermans,2026,489.0,57,9703,0,1,7
quinten-hermans,2025,397.0,57,10037,0,0,7
quinten-hermans,2024,384.0,70,11392,1,3,11
quinten-hermans,2023,242.0,71,11149,0,2,5
quinten-hermans,2022,669.0,43,6710,1,6,17
quinten-hermans,2021,204.0,47,7867,0,0,5
quinten-hermans,2020,,3,401,0,0,0
quinten-hermans,2019,108.0,12,2036,0,2,5
quinten-hermans,2018,217.0,13,2164,1,3,7
quinten-hermans,2017,7.0,13,2194,0,0,0
quinten-hermans,2016,,5,668,0,0,0
quinten-hermans,2015,,1,199,0,0,0
quinten-hermans,2014,,7,939,0,0,0
thibau-nys,2026,132.0,29,4450,0,2,4
thibau-nys,2025,415.0,44,7433,1,2,4
thibau-nys,2024,647.0,34,4884,9,9,13
thibau-nys,2023,316.0,39,5544,2,8,13
thibau-nys,2022,59.0,18,2967,0,2,2
thibau-nys,2021,17.0,8,1164,0,0,1
thibau-nys,2019,2.0,1,17,0,0,0
alec-segaert,2026,518.0,58,9889,3,3,5
alec-segaert,2025,314.0,63,9824,0,3,12
alec-segaert,2024,464.0,54,8971,2,4,8
alec-segaert,2023,31.0,16,2589,0,2,2
alec-segaert,2021,,1,9,0,0,0
wout-van-aert,2026,1376.0,46,7878,8,11,20
wout-van-aert,2025,1264.0,65,10860,2,8,18
wout-van-aert,2024,1428.0,55,8992,5,16,25
wout-van-aert,2023,2060.0,54,8912,5,21,29
wout-van-aert,2022,2762.0,48,8355,9,25,30
wout-van-aert,2021,2820.0,49,8514,13,22,31
wout-van-aert,2020,1834.0,35,5979,6,12,15
wout-van-aert,2019,852.0,31,5577,4,10,12
wout-van-aert,2018,586.0,26,4734,2,6,11
wout-van-aert,2017,456.0,27,4520,3,8,10
wout-van-aert,2016,254.0,20,3370,2,4,8
wout-van-aert,2015,39.0,8,1388,0,0,1
wout-van-aert,2014,18.0,7,1191,0,0,1
wout-van-aert,2013,,6,833,0,0,0
maxim-van-gils,2026,317.0,36,5545,1,2,5
maxim-van-gils,2025,374.0,44,7211,2,5,10
maxim-van-gils,2024,1179.0,47,8211,3,8,13
maxim-van-gils,2023,667.0,63,10489,0,3,18
maxim-van-gils,2022,317.0,60,9694,2,2,10
maxim-van-gils,2021,135.0,49,7921,0,0,3
maxim-van-gils,2019,,1,4,0,0,0
maxim-van-gils,2018,,6,711,0,0,0
gianni-vermeersch,2026,307.0,48,8116,0,0,5
gianni-vermeersch,2025,278.0,63,10322,0,1,3
gianni-vermeersch,2024,396.0,58,9701,1,2,6
gianni-vermeersch,2023,228.0,46,7938,0,1,4
gianni-vermeersch,2022,308.0,68,11572,1,4,4
gianni-vermeersch,2021,524.0,59,10148,0,2,13
gianni-vermeersch,2020,323.0,24,3929,1,3,10
gianni-vermeersch,2019,126.0,21,3809,0,1,3
gianni-vermeersch,2018,42.0,14,2148,0,1,1
gianni-vermeersch,2017,133.0,19,3225,1,2,4
gianni-vermeersch,2016,37.0,12,2078,0,0,3
gianni-vermeersch,2015,4.0,2,325,0,0,0
gianni-vermeersch,2014,16.0,8,1324,0,0,2
gianni-vermeersch,2013,8.0,1,198,0,0,0
gianni-vermeersch,2012,,7,1108,0,0,0
gianni-vermeersch,2011,,5,548,0,0,0
kaden-hopkins,2026,62.0,10,1006,0,2,5
kaden-hopkins,2025,52.0,4,249,0,2,4
kaden-hopkins,2024,110.0,7,560,2,2,4
kaden-hopkins,2023,114.0,6,568,2,3,4
kaden-hopkins,2022,,1,37,0,0,0
kaden-hopkins,2021,7.0,1,0,0,1,1
kaden-hopkins,2020,25.0,2,0,1,2,2
kaden-hopkins,2019,7.0,1,109,0,1,1
nicholas-narraway,2026,52.0,9,890,2,2,3
nicholas-narraway,2025,34.0,4,249,1,2,3
nicholas-narraway,2024,9.0,2,131,0,2,2
nicholas-narraway,2023,7.0,1,97,0,1,1
nicholas-narraway,2022,,1,37,0,0,0
henrique-da-silva-avancini,2026,55.0,22,2662,1,2,7
henrique-da-silva-avancini,2025,,14,2262,0,0,1
derrick-chavarria,2026,35.0,6,442,1,2,2
derrick-chavarria,2025,7.0,1,0,0,1,1
derrick-chavarria,2024,10.0,2,39,0,1,1
derrick-chavarria,2023,1.0,1,0,0,0,1
derrick-chavarria,2022,4.0,1,0,0,0,1
pier-andre-cote,2026,114.0,45,6926,0,1,6
pier-andre-cote,2025,142.0,70,10694,0,1,8
pier-andre-cote,2024,193.0,41,6588,1,2,8
pier-andre-cote,2023,230.0,38,6332,1,1,4
pier-andre-cote,2022,91.0,43,6859,1,3,5
pier-andre-cote,2021,94.0,40,6807,0,0,2
pier-andre-cote,2020,10.0,14,2322,0,0,0
pier-andre-cote,2019,5.0,27,3967,0,0,0
pier-andre-cote,2018,24.0,16,1856,0,0,2
pier-andre-cote,2017,13.0,15,2056,0,1,5
pier-andre-cote,2016,,2,126,0,0,0
derek-gee,2026,610.0,67,10505,1,2,12
derek-gee,2025,731.0,40,6206,3,8,18
derek-gee,2024,670.0,52,8206,1,4,11
derek-gee,2023,421.0,64,10007,1,5,10
derek-gee,2022,45.0,19,2653,1,1,2
derek-gee,2021,9.0,2,233,0,2,2
derek-gee,2019,,2,220,0,0,2
derek-gee,2018,,4,342,0,0,0
derek-gee,2017,,2,196,0,0,0
derek-gee,2016,,2,126,0,0,0
hugo-houle,2026,27.0,42,6646,0,0,1
hugo-houle,2025,85.0,52,8320,0,1,3
hugo-houle,2024,108.0,59,9648,0,0,1
hugo-houle,2023,159.0,68,10878,0,1,3
hugo-houle,2022,531.0,65,10495,1,4,6
hugo-houle,2021,178.0,64,9791,1,1,3
hugo-houle,2020,122.0,47,7838,0,0,1
hugo-houle,2019,200.0,76,12300,0,0,3
hugo-houle,2018,243.0,65,10225,0,0,7
